COMP1110:COMP2300,Score
Science:Compiled language,0.0
Science:Machine code,0.0
Science:Software,-0.0009004848764719471
Science:Logic gate,0.0005724184680274171
Science:Computer,0.02177040739058004
Science:Operating system,0.008450704225352112
Science:Central processing unit,0.003432145217877663
Science:Two's complement,-0.012987012987012988
Science:Arithmetic,-0.02727946627131208
Science:Von Neumann architecture,-0.01699645727123477
Science:Instruction set architecture,-0.012195121951219513
Science:Reduced instruction set computer,0.0
Science:Complex instruction set computer,0.0
Science:Communication,-0.02048176911938923
Science:Computer science,0.008885010350286153
Science:Scientist,-0.1287935759352495
Science:Macro (computer science),-0.013888888888888888
Science:Virtualization,-0.010309278350515464
Science:Synchronization,-0.03859154929577465
Science:Input/output,-0.03691938867246029
Science:High-level programming language,-0.011904761904761904
Science:Subroutine,-0.005780346820809248
Computer programming:Parallel computing,0.03125288950531668
Computer programming:Computer hardware,0.060340488527017025
Computer programming:Memory,0.011428571428571429
Computer programming:Address space,-0.02818401937046005
Computer programming:Space,0.005714285714285714
Computer programming:Data,-0.018823529411764704
Computer programming:Data type,-0.009085303186022603
Computer programming:Arithmetic logic unit,0.0
Computer programming:System,0.0051737451737451715
Computer programming:Computer network,0.031186440677966103
Computer programming:Transistor,0.04111721611721612
Computer programming:Data (computing),-0.06483870967741936
Computer programming:Endianness,-0.004820430965682361
Computer programming:Integer,-0.03368421052631579
Computer programming:Compiler,0.10684065934065935
Computer programming:Language,0.053486550013058236
Computer programming:Virtual memory,0.006942148760330578
Computer programming:Error correction code,-0.0013779128672745692
Computer programming:Page table,-0.05357142857142857
Computer programming:Cache (computing),-0.012764976958525345
Computer programming:Combinatorics,0.000675883256528417
Computer programming:Clock signal,0.0032539682539682556
Computer programming:Processor register,0.03545884578997162
Computer programming:Abstraction (computer science),-0.03934224049331962
Computer programming:Design,-0.02541871921182266
Computer programming:Bus (computing),0.01487279843444227
Computer programming:Architecture,0.00880389951256093
Computer programming:Interrupt,-0.005871559633027525
Computer programming:Direct memory access,-0.0030576441102756887
Computer programming:Computer programming,0.0
Computer programming:Assembly language,0.08190476190476191
Computer programming:Program optimization,-0.14509316770186337
Computer programming:Concurrency (computer science),-0.03563025210084034
Computer programming:Instruction pipelining,-0.04883116883116883
Computer programming:Knowledge,0.005714285714285714
Computer programming:Functional decomposition,-0.02245472837022133
Computer programming:Decomposition,0.0
Computer programming:Digital electronics,-0.01214584578601315
Computer programming:Understanding,-0.048339768339768344
Computer programming:Machine,0.011849020544672718
Computer programming:Hardware architecture,-0.08163265306122448
Computer programming:Computer architecture,0.009523809523809518
Computer programming:Compiled language,-0.015873015873015876
Computer programming:Machine code,0.045925925925925926
Computer programming:Software,0.0054957064793130506
Computer programming:Logic gate,0.017509549274255156
Computer programming:Computer,0.08841781874039938
Computer programming:Operating system,0.15011155091759626
Computer programming:Central processing unit,0.09021144920061888
Computer programming:Two's complement,-0.059220779220779216
Computer programming:Arithmetic,0.013684210526315792
Computer programming:Von Neumann architecture,-0.027905346187554782
Computer programming:Instruction set architecture,-0.04536585365853659
Computer programming:Reduced instruction set computer,-0.0112987012987013
Computer programming:Complex instruction set computer,-0.029111969111969116
Computer programming:Communication,-0.0036315086782376495
Computer programming:Computer science,0.10802799505969535
Computer programming:Scientist,0.029760827407886232
Computer programming:Macro (computer science),-0.020476190476190467
Computer programming:Virtualization,0.00683357879234168
Computer programming:Synchronization,-0.04
Computer programming:Input/output,0.004741641337386027
Computer programming:High-level programming language,0.012857142857142859
Computer programming:Subroutine,-0.05886044591246904
Productivity:Parallel computing,-0.006472491909385114
Productivity:Computer hardware,-0.0051813471502590676
Productivity:Memory,-0.0048543689320388345
Productivity:Address space,0.0
Productivity:Space,0.0
Productivity:Data,0.0
Productivity:Data type,0.0
Productivity:Arithmetic logic unit,-0.02666666666666667
Productivity:System,0.0
Productivity:Computer network,-0.004842615012106538
Productivity:Transistor,0.007478632478632478
Productivity:Data (computing),0.0
Productivity:Endianness,0.0
Productivity:Integer,0.0
Productivity:Compiler,-0.004807692307692308
Productivity:Language,0.012060735323989437
Productivity:Virtual memory,0.0
Productivity:Error correction code,0.0
Productivity:Page table,0.0
Productivity:Cache (computing),0.0
Productivity:Combinatorics,0.0
Productivity:Clock signal,-0.013888888888888888
Productivity:Processor register,-0.006622516556291391
Productivity:Abstraction (computer science),0.0
Productivity:Design,0.006992337164750957
Productivity:Bus (computing),0.0
Productivity:Architecture,-0.010498687664041995
Productivity:Interrupt,0.0
Productivity:Direct memory access,0.0
Productivity:Computer programming,-0.011428571428571429
Productivity:Assembly language,0.0
Productivity:Program optimization,-0.008695652173913044
Productivity:Concurrency (computer science),0.0
Productivity:Instruction pipelining,0.0
Productivity:Knowledge,0.013888888888888888
Productivity:Functional decomposition,0.0
Productivity:Decomposition,0.0
Productivity:Digital electronics,0.0
Productivity:Understanding,-0.013513513513513514
Productivity:Machine,0.011055369751021924
Productivity:Hardware architecture,0.0
Productivity:Computer architecture,-0.009523809523809525
Productivity:Compiled language,0.0
Productivity:Machine code,0.0
Productivity:Software,0.0029599271402550083
Productivity:Logic gate,0.0
Productivity:Computer,0.007168458781362006
Productivity:Operating system,-0.0025188916876574307
Productivity:Central processing unit,-0.007220216606498195
Productivity:Two's complement,0.0
Productivity:Arithmetic,0.0
Productivity:Von Neumann architecture,0.0
Productivity:Instruction set architecture,0.0
Productivity:Reduced instruction set computer,0.0
Productivity:Complex instruction set computer,0.0
Productivity:Communication,0.004543094496365524
Productivity:Computer science,0.008125200128081971
Productivity:Scientist,-0.0022624434389140274
Productivity:Macro (computer science),0.0
Productivity:Virtualization,-0.010309278350515464
Productivity:Synchronization,0.0
Productivity:Input/output,0.0
Productivity:High-level programming language,0.0
Productivity:Subroutine,0.0
Software:Parallel computing,-0.006631651546501138
Software:Computer hardware,0.03355134630085789
Software:Memory,0.0012202238845562107
Software:Address space,-0.06835232008891358
Software:Space,-0.005128205128205128
Software:Data,-0.05978784956605593
Software:Data type,0.0402563195345363
Software:Arithmetic logic unit,0.0013114754098360604
Software:System,0.0015876532269974881
Software:Computer network,0.03658423636195239
Software:Transistor,0.01261034047919294
Software:Data (computing),-0.10430988894764673
Software:Endianness,-0.050401440913392555
Software:Integer,0.01639344262295082
Software:Compiler,0.051387137452711215
Software:Language,0.04369586717415411
Software:Virtual memory,-0.03892878110463804
Software:Error correction code,-0.0016277177072433436
Software:Page table,-0.07142857142857142
Software:Cache (computing),-0.07491627005111934
Software:Combinatorics,0.005552617662612374
Software:Clock signal,0.007969034608378871
Software:Processor register,0.025838671154054936
Software:Abstraction (computer science),-0.028226599048629945
Software:Design,-0.04281138119464858
Software:Bus (computing),-0.007410734336402422
Software:Architecture,0.00043027408459188517
Software:Interrupt,-0.037098310522885654
Software:Direct memory access,-0.05708944492378487
Software:Computer programming,-0.0054957064793130506
Software:Assembly language,0.038737097753491184
Software:Program optimization,-0.07279638869090045
Software:Concurrency (computer science),-0.06595949855351976
Software:Instruction pipelining,-0.12906110283159464
Software:Knowledge,0.003410164756152677
Software:Functional decomposition,0.0
Software:Decomposition,0.0
Software:Digital electronics,-0.024167181105242703
Software:Understanding,-0.02156254615271009
Software:Machine,-0.0024489646727708023
Software:Hardware architecture,-0.061224489795918366
Software:Computer architecture,-0.028259172521467604
Software:Compiled language,0.01621129326047359
Software:Machine code,-0.0058692572353774425
Software:Software,0.0
Software:Logic gate,-0.02638730604015078
Software:Computer,0.10228274281685175
Software:Operating system,0.17080287951989648
Software:Central processing unit,0.12627488114260915
Software:Two's complement,-0.009580583351075155
Software:Arithmetic,0.02226056945642796
Software:Von Neumann architecture,-0.01149887693184485
Software:Instruction set architecture,-0.05447820871651339
Software:Reduced instruction set computer,-0.07998012916045703
Software:Complex instruction set computer,-0.02673164968246936
Software:Communication,-0.0030897298401511668
Software:Computer science,0.06258169162690351
Software:Scientist,-0.0013228494424251417
Software:Macro (computer science),-0.013319672131147542
Software:Virtualization,-0.11216269505943327
Software:Synchronization,-0.03453551912568306
Software:Input/output,-0.06150447622369491
Software:High-level programming language,0.041764246682279474
Software:Subroutine,0.052433747117723244
Data:Parallel computing,0.01323053493241957
Data:Computer hardware,0.027176673778319622
Data:Memory,0.009899105273177233
Data:Address space,-0.06779661016949153
Data:Space,-0.00045248868778280556
Data:Data,0.0
Data:Data type,-0.0039497813513894794
Data:Arithmetic logic unit,-0.007058823529411767
Data:System,0.021992580816110226
Data:Computer network,0.005317381189764041
Data:Transistor,0.00018853695324283493
Data:Data (computing),-0.10246679316888045
Data:Endianness,-0.0335195530726257
Data:Integer,0.0513047324192835
Data:Compiler,0.034596530920060334
Data:Language,0.04536330071333835
Data:Virtual memory,-0.014989466861124616
Data:Error correction code,-0.02127659574468085
Data:Page table,-0.08928571428571429
Data:Cache (computing),-0.03225806451612903
Data:Combinatorics,-0.021505376344086023
Data:Clock signal,-0.017973856209150325
Data:Processor register,0.006103103493052847
Data:Abstraction (computer science),-0.040555790661588376
Data:Design,-0.013793103448275862
Data:Bus (computing),-0.007117915659414449
Data:Architecture,0.007179249652616952
Data:Interrupt,0.0012592192840438915
Data:Direct memory access,-0.017543859649122806
Data:Computer programming,0.018823529411764704
Data:Assembly language,0.02679738562091503
Data:Program optimization,-0.034782608695652174
Data:Concurrency (computer science),-0.00196078431372549
Data:Instruction pipelining,-0.01818181818181818
Data:Knowledge,0.07024915229249595
Data:Functional decomposition,-0.014084507042253521
Data:Decomposition,0.00980392156862745
Data:Digital electronics,-0.0027483796866026745
Data:Understanding,0.002384737678855324
Data:Machine,0.01626336153190373
Data:Hardware architecture,-0.04081632653061224
Data:Computer architecture,-0.047058823529411764
Data:Compiled language,-0.011111111111111112
Data:Machine code,0.0021786492374727684
Data:Software,0.05978784956605593
Data:Logic gate,0.004456327985739751
Data:Computer,0.0498102466793169
Data:Operating system,0.0532424556724453
Data:Central processing unit,0.02735895802364267
Data:Two's complement,-0.02915711739241151
Data:Arithmetic,0.01888544891640867
Data:Von Neumann architecture,-0.029471911463972093
Data:Instruction set architecture,-0.0389765662362506
Data:Reduced instruction set computer,-0.024286987522281638
Data:Complex instruction set computer,-0.0037095919448860634
Data:Communication,0.020524097489463076
Data:Computer science,0.1113183025371532
Data:Scientist,-0.0015082956259426846
Data:Macro (computer science),-0.004084967320261437
Data:Virtualization,-0.030927835051546393
Data:Synchronization,-0.02
Data:Input/output,-0.08844388819357529
Data:High-level programming language,0.015406162464985995
Data:Subroutine,-0.02085458460840984
Structural induction:Parallel computing,0.0
Structural induction:Computer hardware,0.03125
Structural induction:Memory,0.0
Structural induction:Address space,0.0
Structural induction:Space,0.0
Structural induction:Data,0.0
Structural induction:Data type,0.055305755395683456
Structural induction:Arithmetic logic unit,0.0
Structural induction:System,0.0
Structural induction:Computer network,0.0
Structural induction:Transistor,0.0
Structural induction:Data (computing),0.0
Structural induction:Endianness,0.0
Structural induction:Integer,0.09375
Structural induction:Compiler,0.0
Structural induction:Language,-0.0018281535648994515
Structural induction:Virtual memory,0.0
Structural induction:Error correction code,0.0
Structural induction:Page table,0.0
Structural induction:Cache (computing),0.0
Structural induction:Combinatorics,0.0625
Structural induction:Clock signal,0.0
Structural induction:Processor register,0.0
Structural induction:Abstraction (computer science),0.0
Structural induction:Design,0.0
Structural induction:Bus (computing),0.0
Structural induction:Architecture,0.0
Structural induction:Interrupt,0.0
Structural induction:Direct memory access,0.0
Structural induction:Computer programming,0.0625
Structural induction:Assembly language,0.0
Structural induction:Program optimization,-0.008695652173913044
Structural induction:Concurrency (computer science),0.0
Structural induction:Instruction pipelining,0.0
Structural induction:Knowledge,0.0
Structural induction:Functional decomposition,0.0
Structural induction:Decomposition,0.0
Structural induction:Digital electronics,0.0
Structural induction:Understanding,0.0
Structural induction:Machine,0.0
Structural induction:Hardware architecture,0.0
Structural induction:Computer architecture,0.03125
Structural induction:Compiled language,0.0
Structural induction:Machine code,0.0
Structural induction:Software,0.0
Structural induction:Logic gate,0.0
Structural induction:Computer,0.0
Structural induction:Operating system,0.03125
Structural induction:Central processing unit,0.0
Structural induction:Two's complement,0.0
Structural induction:Arithmetic,0.0625
Structural induction:Von Neumann architecture,0.0
Structural induction:Instruction set architecture,0.0
Structural induction:Reduced instruction set computer,0.0
Structural induction:Complex instruction set computer,0.0
Structural induction:Communication,0.0
Structural induction:Computer science,0.3067363112391931
Structural induction:Scientist,0.0
Structural induction:Macro (computer science),0.0
Structural induction:Virtualization,0.0
Structural induction:Synchronization,0.0
Structural induction:Input/output,0.03125
Structural induction:High-level programming language,-0.011904761904761904
Structural induction:Subroutine,0.013908959537572256
Distributed computing:Parallel computing,0.06719833564493759
Distributed computing:Computer hardware,0.06373056994818654
Distributed computing:Memory,0.007142857142857143
Distributed computing:Address space,-0.015133171912832935
Distributed computing:Space,-0.0031135531135531138
Distributed computing:Data,0.023249299719887956
Distributed computing:Data type,-0.007297019527235356
Distributed computing:Arithmetic logic unit,-0.0061904761904761916
Distributed computing:System,0.04362934362934363
Distributed computing:Computer network,0.16404358353510895
Distributed computing:Transistor,0.01108058608058608
Distributed computing:Data (computing),-0.020737327188940093
Distributed computing:Endianness,-0.004030327214684757
Distributed computing:Integer,0.013909774436090226
Distributed computing:Compiler,0.03324175824175824
Distributed computing:Language,0.0
Distributed computing:Virtual memory,-0.028158205430932705
Distributed computing:Error correction code,-0.0070921985815602835
Distributed computing:Page table,-0.03571428571428571
Distributed computing:Cache (computing),-0.05023041474654378
Distributed computing:Combinatorics,0.0017665130568356368
Distributed computing:Clock signal,0.007142857142857143
Distributed computing:Processor register,-0.005061494796594134
Distributed computing:Abstraction (computer science),-0.02168550873586845
Distributed computing:Design,-0.006896551724137931
Distributed computing:Bus (computing),0.003163731245923028
Distributed computing:Architecture,0.025946756655418072
Distributed computing:Interrupt,-0.0060943643512450865
Distributed computing:Direct memory access,0.007142857142857143
Distributed computing:Computer programming,-0.018571428571428572
Distributed computing:Assembly language,0.006613756613756613
Distributed computing:Program optimization,-0.043478260869565216
Distributed computing:Concurrency (computer science),-0.10756302521008404
Distributed computing:Instruction pipelining,0.007142857142857143
Distributed computing:Knowledge,0.014285714285714285
Distributed computing:Functional decomposition,0.0
Distributed computing:Decomposition,-0.005649717514124294
Distributed computing:Digital electronics,-0.0012253436939629403
Distributed computing:Understanding,-0.006370656370656372
Distributed computing:Machine,0.02857142857142857
Distributed computing:Hardware architecture,-0.013265306122448979
Distributed computing:Computer architecture,0.021428571428571432
Distributed computing:Compiled language,-0.07777777777777778
Distributed computing:Machine code,0.023368606701940034
Distributed computing:Software,0.07056986729117876
Distributed computing:Logic gate,0.016080977845683728
Distributed computing:Computer,0.07269585253456222
Distributed computing:Operating system,0.09289312702410937
Distributed computing:Central processing unit,0.07818463125322331
Distributed computing:Two's complement,-0.005844155844155845
Distributed computing:Arithmetic,0.0018796992481203006
Distributed computing:Von Neumann architecture,-0.009246275197195442
Distributed computing:Instruction set architecture,-0.018292682926829267
Distributed computing:Reduced instruction set computer,-0.022727272727272728
Distributed computing:Complex instruction set computer,-0.013513513513513514
Distributed computing:Communication,0.02857142857142857
Distributed computing:Computer science,0.14248662000823384
Distributed computing:Scientist,0.004880413703943116
Distributed computing:Macro (computer science),-0.027579365079365082
Distributed computing:Virtualization,-0.0816642120765832
Distributed computing:Synchronization,-0.03
Distributed computing:Input/output,0.0004559270516717312
Distributed computing:High-level programming language,-0.02857142857142857
Distributed computing:Subroutine,-0.0074731626754748134
Version control:Parallel computing,0.03529411764705882
Version control:Computer hardware,0.03529411764705882
Version control:Memory,0.011764705882352941
Version control:Address space,0.0
Version control:Space,0.011764705882352941
Version control:Data,0.03529411764705882
Version control:Data type,0.0
Version control:Arithmetic logic unit,0.011764705882352941
Version control:System,0.07058823529411765
Version control:Computer network,0.021108104258652612
Version control:Transistor,0.0
Version control:Data (computing),0.015464895635673624
Version control:Endianness,0.011764705882352941
Version control:Integer,0.0
Version control:Compiler,0.06097285067873303
Version control:Language,0.023529411764705882
Version control:Virtual memory,-0.008264462809917356
Version control:Error correction code,0.011764705882352941
Version control:Page table,0.0
Version control:Cache (computing),-0.008064516129032258
Version control:Combinatorics,0.011764705882352941
Version control:Clock signal,0.011764705882352941
Version control:Processor register,0.011764705882352941
Version control:Abstraction (computer science),0.023529411764705882
Version control:Design,0.011764705882352941
Version control:Bus (computing),0.011764705882352941
Version control:Architecture,0.0
Version control:Interrupt,0.011764705882352941
Version control:Direct memory access,0.0
Version control:Computer programming,0.018487394957983194
Version control:Assembly language,0.027886710239651415
Version control:Program optimization,-0.008695652173913044
Version control:Concurrency (computer science),0.023529411764705882
Version control:Instruction pipelining,0.0
Version control:Knowledge,0.011764705882352941
Version control:Functional decomposition,0.0
Version control:Decomposition,0.0
Version control:Digital electronics,0.011764705882352941
Version control:Understanding,0.0
Version control:Machine,0.0
Version control:Hardware architecture,0.0
Version control:Computer architecture,0.0
Version control:Compiled language,0.0
Version control:Machine code,0.03529411764705882
Version control:Software,0.04410157505625201
Version control:Logic gate,0.023529411764705882
Version control:Computer,0.04033839342188488
Version control:Operating system,0.12689287301822494
Version control:Central processing unit,0.023529411764705882
Version control:Two's complement,0.0
Version control:Arithmetic,0.023529411764705882
Version control:Von Neumann architecture,0.023529411764705882
Version control:Instruction set architecture,0.0
Version control:Reduced instruction set computer,0.0
Version control:Complex instruction set computer,0.0
Version control:Communication,0.023529411764705882
Version control:Computer science,0.055941685031361245
Version control:Scientist,0.0
Version control:Macro (computer science),0.011764705882352941
Version control:Virtualization,0.0
Version control:Synchronization,-0.01
Version control:Input/output,0.023529411764705882
Version control:High-level programming language,0.011764705882352941
Version control:Subroutine,0.011764705882352941
System:Parallel computing,-0.038834951456310676
System:Computer hardware,-0.007211875087522756
System:Memory,-0.001049593282602991
System:Address space,-0.03389830508474576
System:Space,-0.0018711018711018712
System:Data,-0.021992580816110226
System:Data type,-0.00043748784755979
System:Arithmetic logic unit,-0.013333333333333334
System:System,0.0
System:Computer network,-0.04116222760290557
System:Transistor,0.004244629244629247
System:Data (computing),-0.03356582388840453
System:Endianness,-0.01675977653631285
System:Integer,0.0
System:Compiler,-0.019230769230769232
System:Language,0.0019887346212757555
System:Virtual memory,-0.0743801652892562
System:Error correction code,-0.0070921985815602835
System:Page table,-0.05357142857142857
System:Cache (computing),-0.04032258064516129
System:Combinatorics,0.016274338854984017
System:Clock signal,-0.013888888888888888
System:Processor register,-0.006622516556291391
System:Abstraction (computer science),-0.050359712230215826
System:Design,-0.028424976700838767
System:Bus (computing),-0.0365296803652968
System:Architecture,0.008654323614953538
System:Interrupt,-0.009174311926605505
System:Direct memory access,-0.017543859649122806
System:Computer programming,-0.0051737451737451715
System:Assembly language,-0.03333333333333333
System:Program optimization,-0.02608695652173913
System:Concurrency (computer science),-0.023529411764705882
System:Instruction pipelining,-0.01818181818181818
System:Knowledge,-0.004572241414346673
System:Functional decomposition,-0.035496764370003805
System:Decomposition,-0.010192395785616124
System:Digital electronics,-0.008368200836820083
System:Understanding,-0.033783783783783786
System:Machine,-0.01324233932929585
System:Hardware architecture,-0.027302813017098727
System:Computer architecture,-0.021814671814671813
System:Compiled language,-0.022222222222222223
System:Machine code,0.0
System:Software,-0.0015876532269974881
System:Logic gate,-0.009286023991906346
System:Computer,0.019071490845684397
System:Operating system,-0.09056096398665668
System:Central processing unit,-0.010830324909747292
System:Two's complement,-0.012987012987012988
System:Arithmetic,-0.023328591749644377
System:Von Neumann architecture,-0.01778312054385674
System:Instruction set architecture,-0.006097560975609756
System:Reduced instruction set computer,-0.011363636363636364
System:Complex instruction set computer,-0.013513513513513514
System:Communication,0.030689568072745647
System:Computer science,0.07064413116286317
System:Scientist,0.020209123150299622
System:Macro (computer science),-0.027965465465465467
System:Virtualization,-0.010309278350515464
System:Synchronization,-0.05
System:Input/output,-0.05707303047728579
System:High-level programming language,-0.03571428571428571
System:Subroutine,0.0009764099359475089
Understanding:Parallel computing,0.013513513513513514
Understanding:Computer hardware,0.02702702702702703
Understanding:Memory,0.057858829703489906
Understanding:Address space,0.0
Understanding:Space,0.0218988218988219
Understanding:Data,-0.002384737678855324
Understanding:Data type,0.013513513513513514
Understanding:Arithmetic logic unit,0.02702702702702703
Understanding:System,0.033783783783783786
Understanding:Computer network,0.02702702702702703
Understanding:Transistor,0.02702702702702703
Understanding:Data (computing),0.005448997384481256
Understanding:Endianness,0.0
Understanding:Integer,0.0945945945945946
Understanding:Compiler,0.013513513513513514
Understanding:Language,0.017886259202529772
Understanding:Virtual memory,0.0
Understanding:Error correction code,0.0
Understanding:Page table,0.0
Understanding:Cache (computing),0.0
Understanding:Combinatorics,0.013513513513513514
Understanding:Clock signal,0.013513513513513514
Understanding:Processor register,0.02702702702702703
Understanding:Abstraction (computer science),-0.02158273381294964
Understanding:Design,-0.006896551724137931
Understanding:Bus (computing),0.02702702702702703
Understanding:Architecture,-0.0026246719160104987
Understanding:Interrupt,0.004339201586908009
Understanding:Direct memory access,0.0
Understanding:Computer programming,0.048339768339768344
Understanding:Assembly language,0.013513513513513514
