COMP1110:COMP2120,Score
Computer:Software testing,-0.033774785439479135
Computer:Software verification and validation,-0.04838709677419355
Computer:Verification and validation,-0.021911727931982997
Organization:Software,-0.00546448087431694
Organization:Technology,-0.00024968789013732687
Organization:Stakeholder (corporate),-0.04444444444444444
Organization:Ethics,0.0025448761645080666
Organization:Exercise,-0.0047169811320754715
Organization:Critical thinking,-0.004426912119219811
Organization:Thought,-0.0044159544159544165
Organization:Knowledge,-0.0151489835700362
Organization:Software system,-0.022727272727272728
Organization:System,-0.016366366366366368
Organization:Design,-0.05517241379310345
Organization:Methodology,0.014814814814814815
Organization:Computer programming,0.0
Organization:Understanding,-0.01961961961961962
Organization:Tool,0.0
Organization:Web application,-0.008928571428571428
Organization:Software engineering,0.0010782934833567749
Organization:Engineering,0.010202991452991453
Organization:Business value,-0.09090909090909091
Organization:Process modeling,-0.10344827586206896
Organization:Requirement,-0.014084507042253521
Organization:Requirements engineering,-0.0425925925925926
Organization:User experience,-0.019230769230769232
Organization:Experience,-0.01364522417153996
Organization:Software development process,-0.00909090909090909
Organization:Construction,-0.011549938564156575
Organization:Architecture,-0.0057159521726450856
Organization:Software testing,-0.0045871559633027525
Organization:Software verification and validation,0.0
Organization:Verification and validation,-0.011627906976744186
Computer programming:Software,0.0054957064793130506
Computer programming:Technology,0.003194221508828251
Computer programming:Stakeholder (corporate),0.017142857142857144
Computer programming:Ethics,0.005714285714285714
Computer programming:Exercise,0.0
Computer programming:Critical thinking,0.005714285714285714
Computer programming:Thought,0.0
Computer programming:Knowledge,0.005714285714285714
Computer programming:Software system,-0.06805194805194806
Computer programming:System,0.0051737451737451715
Computer programming:Design,-0.02541871921182266
Computer programming:Methodology,0.0
Computer programming:Computer programming,0.0
Computer programming:Understanding,-0.048339768339768344
Computer programming:Tool,-0.003214285714285714
Computer programming:Web application,0.022142857142857145
Computer programming:Software engineering,0.02383363471971066
Computer programming:Engineering,0.013557692307692309
Computer programming:Business value,-0.022727272727272728
Computer programming:Process modeling,0.011428571428571429
Computer programming:Requirement,-0.033480885311871225
Computer programming:Requirements engineering,-0.06357142857142857
Computer programming:User experience,-0.007802197802197803
Computer programming:Experience,0.0
Computer programming:Software development process,-0.04753246753246753
Computer programming:Construction,-0.004739336492890996
Computer programming:Architecture,0.00880389951256093
Computer programming:Software testing,-0.04828309305373526
Computer programming:Software verification and validation,-0.04838709677419355
Computer programming:Verification and validation,0.0
Programming language:Software,-0.12168064769632839
Programming language:Technology,-0.005082484686783661
Programming language:Stakeholder (corporate),0.0
Programming language:Ethics,0.0
Programming language:Exercise,0.0
Programming language:Critical thinking,-0.008489837921276049
Programming language:Thought,-0.00641025641025641
Programming language:Knowledge,0.0033444816053511705
Programming language:Software system,-0.0808756460930374
Programming language:System,0.003141100967187921
Programming language:Design,-0.00020758851343558992
Programming language:Methodology,-0.030303030303030304
Programming language:Computer programming,-0.1544386048733875
Programming language:Understanding,-0.06756756756756757
Programming language:Tool,-0.008928571428571428
Programming language:Web application,-0.04801720019111323
Programming language:Software engineering,-0.0477541170991914
Programming language:Engineering,0.004703177257525082
Programming language:Business value,0.0
Programming language:Process modeling,0.0033444816053511705
Programming language:Requirement,-0.028169014084507043
Programming language:Requirements engineering,-0.02165551839464883
Programming language:User experience,-0.019230769230769232
Programming language:Experience,0.0
Programming language:Software development process,-0.08327759197324415
Programming language:Construction,-0.009478672985781991
Programming language:Architecture,-0.005249343832020997
Programming language:Software testing,-0.03077536743272683
Programming language:Software verification and validation,-0.06451612903225806
Programming language:Verification and validation,-0.001594462160690674
Language:Software,-0.04369586717415411
Language:Technology,-0.015292812686153276
Language:Stakeholder (corporate),0.0
Language:Ethics,-0.007435986586063415
Language:Exercise,0.0
Language:Critical thinking,-0.07692307692307693
Language:Thought,-0.05771574555852435
Language:Knowledge,-0.015656142183612595
Language:Software system,0.0
Language:System,-0.0019887346212757555
Language:Design,-0.020689655172413793
Language:Methodology,-0.02481856960833195
Language:Computer programming,-0.053486550013058236
Language:Understanding,-0.017886259202529772
Language:Tool,-0.028401671454687905
Language:Web application,-0.07142857142857142
Language:Software engineering,-0.029817416055353714
Language:Engineering,-0.0017270777668401075
Language:Business value,0.0
Language:Process modeling,-0.0326546050557902
Language:Requirement,0.0
Language:Requirements engineering,-0.025
Language:User experience,0.0
Language:Experience,-0.04349081112287116
Language:Software development process,-0.00909090909090909
Language:Construction,-0.026607865392446518
Language:Architecture,-0.010263570801364637
Language:Software testing,-0.0045871559633027525
Language:Software verification and validation,0.0
Language:Verification and validation,0.0
Recursion (computer science):Software,0.00721311475409836
Recursion (computer science):Technology,0.006666666666666667
Recursion (computer science):Stakeholder (corporate),0.0
Recursion (computer science):Ethics,0.0
Recursion (computer science):Exercise,0.0
Recursion (computer science):Critical thinking,0.006666666666666667
Recursion (computer science):Thought,-0.00641025641025641
Recursion (computer science):Knowledge,0.006666666666666667
Recursion (computer science):Software system,-0.045454545454545456
Recursion (computer science):System,-9.009009009009004e-05
Recursion (computer science):Design,0.0
Recursion (computer science):Methodology,-0.023636363636363636
Recursion (computer science):Computer programming,0.02285714285714286
Recursion (computer science):Understanding,-0.013513513513513514
Recursion (computer science):Tool,0.0
Recursion (computer science):Web application,0.024404761904761905
Recursion (computer science):Software engineering,0.021350210970464138
Recursion (computer science):Engineering,0.04
Recursion (computer science):Business value,0.0
Recursion (computer science):Process modeling,0.0
Recursion (computer science):Requirement,0.0
Recursion (computer science):Requirements engineering,0.0
Recursion (computer science):User experience,0.0
Recursion (computer science):Experience,0.0
Recursion (computer science):Software development process,0.017575757575757578
Recursion (computer science):Construction,0.0
Recursion (computer science):Architecture,0.0
Recursion (computer science):Software testing,0.01290519877675841
Recursion (computer science):Software verification and validation,0.0
Recursion (computer science):Verification and validation,0.0
Subroutine:Software,-0.052433747117723244
Subroutine:Technology,0.008751704877573553
Subroutine:Stakeholder (corporate),0.0
Subroutine:Ethics,0.0
Subroutine:Exercise,0.0
Subroutine:Critical thinking,0.0
Subroutine:Thought,0.0
Subroutine:Knowledge,0.0
Subroutine:Software system,-0.01694692590646348
Subroutine:System,-0.0009764099359475089
Subroutine:Design,0.004664141917480566
Subroutine:Methodology,0.0
Subroutine:Computer programming,0.05886044591246904
Subroutine:Understanding,-0.013513513513513514
Subroutine:Tool,-0.008928571428571428
Subroutine:Web application,-0.021005367464905035
Subroutine:Software engineering,-0.0338406380332187
Subroutine:Engineering,0.004349155180080035
Subroutine:Business value,0.0
Subroutine:Process modeling,-0.034482758620689655
Subroutine:Requirement,-0.014084507042253521
Subroutine:Requirements engineering,0.0
Subroutine:User experience,0.0
Subroutine:Experience,0.0
Subroutine:Software development process,-0.024802942722017864
Subroutine:Construction,0.0
Subroutine:Architecture,0.0
Subroutine:Software testing,-0.03770483109720529
Subroutine:Software verification and validation,0.0
Subroutine:Verification and validation,0.0
Data:Software,0.05978784956605593
Data:Technology,0.02098479841374752
Data:Stakeholder (corporate),0.0
Data:Ethics,0.006736436906050764
Data:Exercise,0.0
Data:Critical thinking,-0.005917159763313609
Data:Thought,0.023001508295625944
Data:Knowledge,0.07024915229249595
Data:Software system,-0.022727272727272728
Data:System,0.021992580816110226
Data:Design,-0.013793103448275862
Data:Methodology,0.0
Data:Computer programming,0.018823529411764704
Data:Understanding,0.002384737678855324
Data:Tool,-0.008928571428571428
Data:Web application,-0.008053221288515405
Data:Software engineering,0.036981881360138996
Data:Engineering,0.014988687782805429
Data:Business value,0.0
Data:Process modeling,0.00980392156862745
Data:Requirement,0.00552333609500138
Data:Requirements engineering,0.0
Data:User experience,0.00980392156862745
Data:Experience,-0.002167182662538701
Data:Software development process,0.002139037433155081
Data:Construction,-0.004739336492890996
Data:Architecture,0.007179249652616952
Data:Software testing,0.00647598488936859
Data:Software verification and validation,-0.03225806451612903
Data:Verification and validation,-0.011627906976744186
Algebraic data type:Software,0.013513513513513514
Algebraic data type:Technology,0.0
Algebraic data type:Stakeholder (corporate),0.0
Algebraic data type:Ethics,0.0
Algebraic data type:Exercise,0.0
Algebraic data type:Critical thinking,0.0
Algebraic data type:Thought,0.0
Algebraic data type:Knowledge,0.0
Algebraic data type:Software system,0.0
Algebraic data type:System,0.0
Algebraic data type:Design,0.013513513513513514
Algebraic data type:Methodology,0.0
Algebraic data type:Computer programming,0.05405405405405406
Algebraic data type:Understanding,0.0
Algebraic data type:Tool,0.0
Algebraic data type:Web application,0.004584942084942086
Algebraic data type:Software engineering,0.04054054054054054
Algebraic data type:Engineering,0.013513513513513514
Algebraic data type:Business value,0.0
Algebraic data type:Process modeling,0.0
Algebraic data type:Requirement,0.0
Algebraic data type:Requirements engineering,0.0
Algebraic data type:User experience,0.0
Algebraic data type:Experience,0.0
Algebraic data type:Software development process,0.0
Algebraic data type:Construction,0.013513513513513514
Algebraic data type:Architecture,0.0
Algebraic data type:Software testing,0.04054054054054054
Algebraic data type:Software verification and validation,0.0
Algebraic data type:Verification and validation,0.0
Data type:Software,-0.0402563195345363
Data type:Technology,0.0
Data type:Stakeholder (corporate),0.0
Data type:Ethics,0.0
Data type:Exercise,0.0
Data type:Critical thinking,0.0
Data type:Thought,0.0
Data type:Knowledge,0.014388489208633094
Data type:Software system,-0.01553302812295618
Data type:System,0.00043748784755979
Data type:Design,0.0
Data type:Methodology,0.0
Data type:Computer programming,0.009085303186022603
Data type:Understanding,-0.013513513513513514
Data type:Tool,0.0
Data type:Web application,-0.03744861253854059
Data type:Software engineering,0.0034605227210636573
Data type:Engineering,0.02877697841726619
Data type:Business value,0.0
Data type:Process modeling,0.007194244604316547
Data type:Requirement,-0.014084507042253521
Data type:Requirements engineering,0.0
Data type:User experience,0.0
Data type:Experience,0.0
Data type:Software development process,-0.0018966644865925433
Data type:Construction,0.007194244604316547
Data type:Architecture,0.0045695726883060485
Data type:Software testing,0.005841198600752426
Data type:Software verification and validation,0.0
Data type:Verification and validation,0.007194244604316547
Pattern matching:Software,-0.00546448087431694
Pattern matching:Technology,0.011363636363636364
Pattern matching:Stakeholder (corporate),0.0
Pattern matching:Ethics,0.011363636363636364
Pattern matching:Exercise,0.0
Pattern matching:Critical thinking,0.005446476600322755
Pattern matching:Thought,-0.00641025641025641
Pattern matching:Knowledge,0.0
Pattern matching:Software system,0.0
Pattern matching:System,0.0
Pattern matching:Design,0.011363636363636364
Pattern matching:Methodology,0.0
Pattern matching:Computer programming,0.062402597402597404
Pattern matching:Understanding,0.0
Pattern matching:Tool,0.011363636363636364
Pattern matching:Web application,-0.006493506493506492
Pattern matching:Software engineering,0.03409090909090909
Pattern matching:Engineering,0.011363636363636364
Pattern matching:Business value,0.0
Pattern matching:Process modeling,0.0
Pattern matching:Requirement,0.0
Pattern matching:Requirements engineering,0.0
Pattern matching:User experience,0.0
Pattern matching:Experience,0.0
Pattern matching:Software development process,0.011363636363636364
Pattern matching:Construction,0.011363636363636364
Pattern matching:Architecture,0.011363636363636364
Pattern matching:Software testing,0.018140116763969975
Pattern matching:Software verification and validation,0.0
Pattern matching:Verification and validation,0.0
Parametric polymorphism:Software,0.0
Parametric polymorphism:Technology,0.0
Parametric polymorphism:Stakeholder (corporate),0.0
Parametric polymorphism:Ethics,0.0
Parametric polymorphism:Exercise,0.0
Parametric polymorphism:Critical thinking,0.0
Parametric polymorphism:Thought,0.0
Parametric polymorphism:Knowledge,0.0
Parametric polymorphism:Software system,0.0
Parametric polymorphism:System,0.01818181818181818
Parametric polymorphism:Design,0.0
Parametric polymorphism:Methodology,0.0
Parametric polymorphism:Computer programming,0.0612987012987013
Parametric polymorphism:Understanding,0.0
Parametric polymorphism:Tool,0.0
Parametric polymorphism:Web application,0.03636363636363636
Parametric polymorphism:Software engineering,0.03003452243958573
Parametric polymorphism:Engineering,0.0
Parametric polymorphism:Business value,0.0
Parametric polymorphism:Process modeling,0.0
Parametric polymorphism:Requirement,-0.014084507042253521
Parametric polymorphism:Requirements engineering,0.0
Parametric polymorphism:User experience,0.0
Parametric polymorphism:Experience,0.0
Parametric polymorphism:Software development process,-0.00909090909090909
Parametric polymorphism:Construction,0.0
Parametric polymorphism:Architecture,0.0
Parametric polymorphism:Software testing,0.01818181818181818
Parametric polymorphism:Software verification and validation,0.0
Parametric polymorphism:Verification and validation,0.0
Polymorphism (computer science):Software,0.012658227848101266
Polymorphism (computer science):Technology,0.0
Polymorphism (computer science):Stakeholder (corporate),0.0
Polymorphism (computer science):Ethics,0.0
Polymorphism (computer science):Exercise,0.0
Polymorphism (computer science):Critical thinking,0.0
Polymorphism (computer science):Thought,0.0
Polymorphism (computer science):Knowledge,0.0
Polymorphism (computer science):Software system,0.0
Polymorphism (computer science):System,0.02531645569620253
Polymorphism (computer science):Design,0.012658227848101266
Polymorphism (computer science):Methodology,0.0
Polymorphism (computer science):Computer programming,0.010632911392405062
Polymorphism (computer science):Understanding,0.0
Polymorphism (computer science):Tool,0.0
Polymorphism (computer science):Web application,-0.008928571428571428
Polymorphism (computer science):Software engineering,0.0
Polymorphism (computer science):Engineering,0.0
Polymorphism (computer science):Business value,0.0
Polymorphism (computer science):Process modeling,0.012658227848101266
Polymorphism (computer science):Requirement,-0.014084507042253521
Polymorphism (computer science):Requirements engineering,0.0
Polymorphism (computer science):User experience,0.0
Polymorphism (computer science):Experience,0.0
Polymorphism (computer science):Software development process,-0.01818181818181818
Polymorphism (computer science):Construction,0.0
Polymorphism (computer science):Architecture,0.0
Polymorphism (computer science):Software testing,0.008071071884798513
Polymorphism (computer science):Software verification and validation,0.0
Polymorphism (computer science):Verification and validation,0.0
Higher-order function:Software,0.0
Higher-order function:Technology,0.0
Higher-order function:Stakeholder (corporate),0.0
Higher-order function:Ethics,0.0
Higher-order function:Exercise,0.0
Higher-order function:Critical thinking,0.0
Higher-order function:Thought,0.0
Higher-order function:Knowledge,0.015625
Higher-order function:Software system,0.0
Higher-order function:System,0.03125
Higher-order function:Design,0.0
Higher-order function:Methodology,0.0
Higher-order function:Computer programming,0.12196428571428572
Higher-order function:Understanding,0.0
Higher-order function:Tool,0.0
Higher-order function:Web application,0.015625
Higher-order function:Software engineering,0.009295886075949368
Higher-order function:Engineering,0.03125
Higher-order function:Business value,0.0
Higher-order function:Process modeling,0.0
Higher-order function:Requirement,0.0
Higher-order function:Requirements engineering,0.0
Higher-order function:User experience,0.0
Higher-order function:Experience,0.0
Higher-order function:Software development process,0.03125
Higher-order function:Construction,0.0
Higher-order function:Architecture,0.0
Higher-order function:Software testing,0.04228784403669725
Higher-order function:Software verification and validation,0.0
Higher-order function:Verification and validation,0.0
Asymptotic analysis:Software,-0.00546448087431694
Asymptotic analysis:Technology,0.0125
Asymptotic analysis:Stakeholder (corporate),0.0
Asymptotic analysis:Ethics,0.0
Asymptotic analysis:Exercise,0.0
Asymptotic analysis:Critical thinking,0.0
Asymptotic analysis:Thought,0.0
Asymptotic analysis:Knowledge,0.0
Asymptotic analysis:Software system,0.0
Asymptotic analysis:System,0.018243243243243244
Asymptotic analysis:Design,0.0
Asymptotic analysis:Methodology,0.0125
Asymptotic analysis:Computer programming,0.0010714285714285721
Asymptotic analysis:Understanding,-0.013513513513513514
Asymptotic analysis:Tool,0.0
Asymptotic analysis:Web application,0.0
Asymptotic analysis:Software engineering,0.0125
Asymptotic analysis:Engineering,0.09759615384615385
Asymptotic analysis:Business value,0.0
Asymptotic analysis:Process modeling,0.0
Asymptotic analysis:Requirement,0.0
Asymptotic analysis:Requirements engineering,0.0
Asymptotic analysis:User experience,0.0
Asymptotic analysis:Experience,0.0125
Asymptotic analysis:Software development process,0.0125
Asymptotic analysis:Construction,0.0125
Asymptotic analysis:Architecture,0.025
Asymptotic analysis:Software testing,0.0125
Asymptotic analysis:Software verification and validation,0.0
Asymptotic analysis:Verification and validation,0.0
Analysis:Software,0.03514465618152062
Analysis:Technology,0.016953744367763646
Analysis:Stakeholder (corporate),0.01015228426395939
Analysis:Ethics,0.02030456852791878
Analysis:Exercise,0.0
Analysis:Critical thinking,-0.006758177394647524
Analysis:Thought,0.005076142131979695
Analysis:Knowledge,-0.004885309721003015
Analysis:Software system,0.0
Analysis:System,0.028776238167101113
Analysis:Design,-0.015613513040434098
Analysis:Methodology,-0.04030149207814183
Analysis:Computer programming,-0.0006381435823060192
Analysis:Understanding,0.01015228426395939
Analysis:Tool,-0.008928571428571428
Analysis:Web application,0.0
Analysis:Software engineering,0.006393368887746578
Analysis:Engineering,0.013629929714955098
Analysis:Business value,0.0
Analysis:Process modeling,0.005076142131979695
Analysis:Requirement,-0.009008364910273826
Analysis:Requirements engineering,-0.019923857868020305
Analysis:User experience,0.0
Analysis:Experience,0.0
Analysis:Software development process,-0.013105676049838486
Analysis:Construction,-0.018957345971563982
Analysis:Architecture,-0.00017320170004130227
Analysis:Software testing,-0.01834862385321101
Analysis:Software verification and validation,0.0
Analysis:Verification and validation,-0.023255813953488372
Abstract data type:Software,0.024843670779111034
Abstract data type:Technology,0.010309278350515464
Abstract data type:Stakeholder (corporate),0.010309278350515464
Abstract data type:Ethics,0.0
Abstract data type:Exercise,0.0
Abstract data type:Critical thinking,0.0
Abstract data type:Thought,0.0
Abstract data type:Knowledge,0.0
Abstract data type:Software system,0.010309278350515464
Abstract data type:System,0.01386179994427417
Abstract data type:Design,0.041237113402061855
Abstract data type:Methodology,0.0
Abstract data type:Computer programming,0.09054491899852725
Abstract data type:Understanding,0.0
Abstract data type:Tool,0.0
Abstract data type:Web application,0.010309278350515464
Abstract data type:Software engineering,0.005611379355343862
Abstract data type:Engineering,0.030927835051546393
Abstract data type:Business value,0.0
Abstract data type:Process modeling,0.0
Abstract data type:Requirement,-0.028169014084507043
Abstract data type:Requirements engineering,0.010309278350515464
Abstract data type:User experience,0.0
Abstract data type:Experience,0.010309278350515464
Abstract data type:Software development process,0.023055295220243674
Abstract data type:Construction,-0.004739336492890996
Abstract data type:Architecture,-0.0026246719160104987
Abstract data type:Software testing,0.046959235789274564
Abstract data type:Software verification and validation,0.0
Abstract data type:Verification and validation,0.0
Modular programming:Software,0.03131385127108577
Modular programming:Technology,0.008695652173913044
Modular programming:Stakeholder (corporate),0.0
Modular programming:Ethics,0.0
Modular programming:Exercise,0.0
Modular programming:Critical thinking,0.0
Modular programming:Thought,0.0
Modular programming:Knowledge,0.0
Modular programming:Software system,-0.02806324110671937
Modular programming:System,0.034782608695652174
Modular programming:Design,0.010494752623688156
Modular programming:Methodology,0.0
Modular programming:Computer programming,-0.010683229813664603
Modular programming:Understanding,0.0
Modular programming:Tool,0.0
Modular programming:Web application,0.00799689440993789
Modular programming:Software engineering,0.006274078150798015
Modular programming:Engineering,0.02608695652173913
Modular programming:Business value,0.0
Modular programming:Process modeling,-0.034482758620689655
Modular programming:Requirement,-0.014084507042253521
Modular programming:Requirements engineering,0.0
Modular programming:User experience,0.008695652173913044
Modular programming:Experience,0.0
Modular programming:Software development process,-0.018972332015810275
Modular programming:Construction,0.0
Modular programming:Architecture,0.008695652173913044
Modular programming:Software testing,-0.027522935779816515
Modular programming:Software verification and validation,-0.016129032258064516
Modular programming:Verification and validation,0.008695652173913044
Functional programming:Software,-0.018528986872683877
Functional programming:Technology,0.0010224288604761289
Functional programming:Stakeholder (corporate),0.0
Functional programming:Ethics,0.0
Functional programming:Exercise,0.0
Functional programming:Critical thinking,0.0
Functional programming:Thought,-0.00641025641025641
Functional programming:Knowledge,0.0038314176245210726
Functional programming:Software system,-0.0074016022291884375
Functional programming:System,0.01623174899036968
Functional programming:Design,0.007662835249042145
Functional programming:Methodology,-0.02647161267850923
Functional programming:Computer programming,0.0024083196496989534
Functional programming:Understanding,-0.013513513513513514
Functional programming:Tool,-0.008928571428571428
Functional programming:Web application,-0.021654351395730707
Functional programming:Software engineering,-0.01748387409670692
Functional programming:Engineering,0.020584659593280284
Functional programming:Business value,0.0
Functional programming:Process modeling,0.0
Functional programming:Requirement,-0.01025308941773245
Functional programming:Requirements engineering,0.0
Functional programming:User experience,0.0
Functional programming:Experience,0.0
Functional programming:Software development process,-0.03396029258098224
Functional programming:Construction,0.0
Functional programming:Architecture,0.0050381633330316465
Functional programming:Software testing,5.272593061267372e-05
Functional programming:Software verification and validation,-0.03225806451612903
Functional programming:Verification and validation,-0.00013365410318096765
Paradigm:Software,0.0
Paradigm:Technology,0.018175809649702578
Paradigm:Stakeholder (corporate),-0.016666666666666666
Paradigm:Ethics,0.0765668230482377
Paradigm:Exercise,-0.0047169811320754715
Paradigm:Critical thinking,0.023494604942568744
Paradigm:Thought,0.026395173453996983
Paradigm:Knowledge,0.08233819843726964
Paradigm:Software system,-0.022727272727272728
Paradigm:System,0.01589825119236884
Paradigm:Design,-0.006896551724137931
Paradigm:Methodology,-0.031194295900178255
Paradigm:Computer programming,-0.02857142857142857
Paradigm:Understanding,-0.0013248542660307394
Paradigm:Tool,0.00980392156862745
Paradigm:Web application,-0.008928571428571428
Paradigm:Software engineering,-0.0057086125589476296
Paradigm:Engineering,0.01998491704374057
Paradigm:Business value,0.0
Paradigm:Process modeling,0.0
Paradigm:Requirement,-0.028169014084507043
Paradigm:Requirements engineering,0.0
Paradigm:User experience,-0.038461538461538464
Paradigm:Experience,-0.002167182662538701
Paradigm:Software development process,-0.02727272727272727
Paradigm:Construction,0.0
Paradigm:Architecture,0.0019299058205959549
Paradigm:Software testing,-0.013761467889908258
Paradigm:Software verification and validation,0.0
Paradigm:Verification and validation,-0.011627906976744186
Solution:Software,0.0
Solution:Technology,0.0
Solution:Stakeholder (corporate),0.0
Solution:Ethics,0.0
Solution:Exercise,0.0
Solution:Critical thinking,0.07142857142857142
Solution:Thought,0.0
Solution:Knowledge,0.0
Solution:Software system,0.0
Solution:System,0.0
Solution:Design,0.0
Solution:Methodology,0.07142857142857142
Solution:Computer programming,0.0
Solution:Understanding,0.0
Solution:Tool,0.0
Solution:Web application,0.0
Solution:Software engineering,0.0
Solution:Engineering,0.06902472527472527
Solution:Business value,0.0
Solution:Process modeling,0.0
Solution:Requirement,0.0
Solution:Requirements engineering,0.0
Solution:User experience,0.0
Solution:Experience,0.0
Solution:Software development process,0.0
Solution:Construction,0.0
Solution:Architecture,0.0
Solution:Software testing,0.0
Solution:Software verification and validation,0.0
Solution:Verification and validation,0.0
Imperative programming:Software,0.01464945936519009
Imperative programming:Technology,-0.0028089887640449437
Imperative programming:Stakeholder (corporate),0.0
Imperative programming:Ethics,0.0
Imperative programming:Exercise,0.0
Imperative programming:Critical thinking,0.0
Imperative programming:Thought,-0.00641025641025641
Imperative programming:Knowledge,0.0
Imperative programming:Software system,-0.012088974854932303
Imperative programming:System,-0.002875215641173089
Imperative programming:Design,0.010638297872340425
Imperative programming:Methodology,-0.019664732430689877
Imperative programming:Computer programming,0.04686930091185411
Imperative programming:Understanding,-0.013513513513513514
Imperative programming:Tool,0.0
Imperative programming:Web application,0.017477203647416416
Imperative programming:Software engineering,0.011176945865876642
Imperative programming:Engineering,0.02127659574468085
Imperative programming:Business value,0.0
Imperative programming:Process modeling,0.010638297872340425
Imperative programming:Requirement,-0.014084507042253521
Imperative programming:Requirements engineering,0.0
Imperative programming:User experience,0.0
Imperative programming:Experience,0.0
Imperative programming:Software development process,-0.007543520309477756
Imperative programming:Construction,0.0
Imperative programming:Architecture,0.0
Imperative programming:Software testing,0.012102283818075345
Imperative programming:Software verification and validation,-0.016129032258064516
Imperative programming:Verification and validation,-0.0009896091044037606
Variable (computer science):Software,0.0040147206423553
Variable (computer science):Technology,0.0
Variable (computer science):Stakeholder (corporate),0.0
Variable (computer science):Ethics,-0.003067484662576687
Variable (computer science):Exercise,0.0
Variable (computer science):Critical thinking,0.0
Variable (computer science):Thought,0.0
Variable (computer science):Knowledge,0.0
Variable (computer science):Software system,0.0
Variable (computer science):System,0.0
Variable (computer science):Design,0.01020408163265306
Variable (computer science):Methodology,0.0
Variable (computer science):Computer programming,0.20285714285714285
Variable (computer science):Understanding,0.0
Variable (computer science):Tool,0.0
Variable (computer science):Web application,0.0025510204081632647
Variable (computer science):Software engineering,0.0014208214931542215
Variable (computer science):Engineering,0.02040816326530612
Variable (computer science):Business value,0.0
Variable (computer science):Process modeling,0.0
Variable (computer science):Requirement,-0.014084507042253521
Variable (computer science):Requirements engineering,0.0
Variable (computer science):User experience,0.0
Variable (computer science):Experience,0.01020408163265306
Variable (computer science):Software development process,-0.00909090909090909
Variable (computer science):Construction,0.0
Variable (computer science):Architecture,0.0
Variable (computer science):Software testing,0.02602508893465643
Variable (computer science):Software verification and validation,0.0
Variable (computer science):Verification and validation,0.0
Data structure:Software,0.019882809928237544
Data structure:Technology,-0.0028089887640449437
Data structure:Stakeholder (corporate),0.0
Data structure:Ethics,0.0
Data structure:Exercise,0.0
